theta1,theta2,theta3,theta4,theta5,theta6,theta7,x,y,phi
1.08,-2.52,-0.77,1.11,-1.91,-0.1,-0.38,-6.18,-4.06,-199.96
0.53,-2.08,0.52,0.57,-2.23,-1.21,-1.17,2.55,-1.52,-290.49
2.04,-0.64,-1.46,0.21,-1.91,-1.12,-0.87,-0.67,3.24,-214.86
0.59,-2.26,-1.1,1.51,-1.19,-0.87,0.28,-6.61,-5.79,-174.18
1.12,-2.55,-1.16,1.48,-2.39,-0.62,1.3,-5.69,-1.61,-161.57
3.11,-2.43,1.11,0.52,-1.59,-1.56,0.42,3.05,4.71,-24.06
0.91,-0.13,1.29,2.97,-3.04,-1.29,-0.19,5.94,8.7,29.79
1.29,-2.95,-1.5,1.92,-0.58,-0.42,-3.01,-2.1,-4.64,-300.8
2.42,-0.38,0.45,2.92,-0.62,-0.49,0.18,-4.77,-3.73,256.69
1.15,-0.62,1.56,0.45,-1.69,0.28,0.55,2.32,13.76,96.26
1.78,-2.74,-1.02,3.04,-1.61,1.48,-0.01,6.28,2.97,52.71
0.52,-1.74,-1.36,2.08,-0.9,-0.59,-1.56,0.22,-7.39,-203.4
0.45,-1.77,-0.67,2.43,-2.34,-0.78,0.04,-1.12,-7.23,-151.26
0.77,-1.29,-0.41,0.74,-2.65,-0.16,-0.13,0.55,-3.1,-179.34
1.37,-1.9,-1.33,0.78,-3.01,0.62,-0.82,-1.73,1.7,-245.8
1.95,-1.75,1.2,2.28,-0.55,0.15,0.14,-7.58,3.0,195.95
0.82,-2.52,-1.02,2.95,-1.58,1.21,0.81,6.52,-2.34,38.39
2.11,-2.89,1.2,0.91,-3.13,-0.33,-0.61,-0.82,-1.7,-156.99
2.27,-2.4,0.36,1.09,-0.97,-1.13,-1.22,7.01,1.41,-114.59
0.04,-2.48,-0.96,3.09,-0.51,0.71,0.05,7.24,-3.89,-3.44
1.6,-0.62,0.28,2.52,-0.96,0.62,1.54,-4.02,3.11,285.33
1.91,-2.79,1.46,2.58,-1.54,0.22,0.8,-2.63,7.86,151.26
1.13,-0.21,-0.59,0.72,-2.22,0.45,0.84,11.53,3.58,6.88
0.22,-1.5,1.38,2.93,-1.67,-0.25,-0.78,7.16,4.17,18.91
0.43,-2.54,1.17,1.52,-1.62,-1.0,-1.35,2.27,-5.52,-194.23
1.95,-1.69,1.39,2.58,-1.99,0.53,-2.42,-1.4,6.97,20.05
0.74,-2.26,-0.74,2.22,-2.15,-0.1,1.56,1.65,-8.42,-41.83
1.23,-2.49,-0.94,1.49,-2.2,-1.09,0.06,-3.79,-0.57,-225.75
1.23,-1.77,-0.91,1.18,-1.97,0.12,-0.51,0.65,-7.39,-150.69
1.83,-2.78,-0.11,3.05,-2.9,-0.25,-0.49,3.35,-6.27,-94.54
0.43,-1.81,-0.09,0.14,-1.83,1.13,-1.83,-1.9,-6.88,-221.16
0.37,-0.15,-0.74,1.33,-1.91,0.35,0.01,13.47,-3.6,-42.4
1.77,-1.89,0.47,2.2,-0.4,0.61,-1.64,-0.34,9.68,64.17
2.57,-0.01,-1.37,2.45,-1.15,-0.0,-2.64,-6.96,6.51,-8.59
2.8,-0.01,-0.47,0.38,-0.56,1.38,0.27,-14.33,4.27,217.15
0.05,-2.61,-0.64,0.2,-0.01,-0.35,-1.55,-8.99,1.21,-281.32
0.29,-1.21,-0.28,1.92,-1.59,0.15,1.24,12.36,-4.27,29.79
3.13,-1.42,0.67,0.3,-0.98,-0.08,-1.96,-4.98,9.49,-19.48
2.45,-2.53,-1.33,1.78,-1.42,-0.18,-1.09,3.67,-6.52,-132.93
2.59,-0.97,0.12,0.37,-1.89,-0.62,1.51,1.9,10.23,63.6
3.05,-3.12,-1.09,0.71,-1.22,0.94,-2.61,2.42,-6.99,-191.37
2.05,-2.02,-0.93,0.21,-0.93,0.6,-2.16,3.52,-5.79,-182.2
0.68,-0.67,-1.23,0.59,-2.88,-0.31,-2.75,5.44,-0.46,-376.43
3.04,-2.28,0.33,1.43,-1.16,1.34,-0.81,-4.07,11.54,108.29
2.75,-0.47,-1.0,2.6,-1.41,-0.13,1.56,-10.58,5.2,223.45
1.81,-1.04,-0.39,1.98,-1.35,0.74,-0.11,2.46,13.93,93.97
2.46,-0.63,0.66,0.13,-2.57,0.58,1.13,-2.69,10.81,100.84
1.5,-1.23,-0.74,0.33,-0.95,-0.75,-2.57,7.04,-0.56,-252.67
2.32,-1.15,0.45,1.12,-2.04,0.79,-1.71,1.4,11.16,-12.61
1.75,-2.5,0.24,1.78,-1.17,1.49,-2.7,7.86,2.43,-63.6
0.61,-2.42,0.06,2.04,-0.74,1.44,-2.73,6.61,-4.2,-99.69
1.67,-1.59,1.21,3.09,-0.42,-1.33,-2.81,0.69,1.68,-10.31
2.31,-2.04,1.31,2.1,-2.31,-1.14,1.49,1.12,9.22,98.55
2.44,-2.39,-1.39,0.92,-0.98,0.07,1.22,6.95,-6.88,-6.3
0.96,-0.54,-1.27,0.59,-1.47,0.56,-1.41,6.25,-5.56,-147.82
1.13,-2.88,0.56,0.22,-1.84,-0.1,-1.52,-2.53,-3.57,-253.82
2.37,-1.43,-0.19,0.62,-2.68,0.64,-0.58,5.4,1.58,-71.62
0.8,-2.15,-0.88,1.53,-1.82,-1.41,-1.25,0.0,-1.68,-296.79
2.97,-0.61,-1.49,2.64,-0.95,-0.27,-1.92,-6.36,7.36,21.2
1.8,-0.73,-1.33,0.83,-0.8,-0.74,0.15,10.71,0.87,-46.98
1.05,-1.01,1.22,1.5,-0.3,1.08,0.91,-2.71,3.77,254.97
2.65,-2.85,-0.57,1.68,-2.44,-0.12,-1.71,1.04,-3.53,-192.51
1.57,-0.79,0.36,0.22,-1.41,-1.42,-0.83,4.43,4.5,-131.78
0.34,-2.66,0.68,2.83,-2.56,-0.98,-1.4,-1.9,-3.97,-214.86
1.57,-0.31,0.89,1.28,-2.17,0.8,-1.82,-0.98,11.44,13.75
2.75,-2.21,-0.67,0.71,-3.09,-0.75,0.41,-2.49,1.39,-163.29
1.26,-0.3,-0.37,2.81,-0.11,0.04,-1.27,-4.24,6.55,118.03
2.5,-1.04,0.34,1.41,-2.36,1.24,1.43,-6.7,9.37,201.68
0.24,-1.78,-0.97,1.5,-0.29,-0.97,1.03,1.69,-12.18,-71.05
1.61,-2.32,0.6,0.31,-1.44,-1.14,-0.91,3.26,-2.63,-188.5
1.03,-1.06,-0.12,0.19,-2.13,-0.53,-1.3,3.57,0.13,-224.6
0.26,-2.22,0.33,1.73,-1.6,0.33,0.82,7.31,-9.57,-20.05
0.21,-3.03,0.96,0.1,-0.23,1.02,-2.39,-3.15,-8.92,-192.51
1.58,-1.18,-0.71,2.29,-0.71,-0.24,-2.92,4.91,7.16,-108.29
0.24,-0.17,-1.54,0.18,-0.69,-0.98,0.34,0.25,-8.11,-150.11
2.94,-2.19,0.31,2.84,-2.51,-1.49,-2.39,-0.26,3.36,-142.67
2.93,-0.97,-1.07,0.3,-2.06,0.09,-0.45,3.33,1.08,-70.47
1.4,-2.5,1.29,0.01,-0.62,1.06,-2.96,9.05,-0.15,-132.93
2.85,-2.66,-0.18,0.38,-3.1,0.93,1.55,4.52,-1.89,-13.18
0.82,-1.34,-1.11,1.43,-2.37,-0.74,-0.65,-0.1,-1.51,-226.89
2.84,-2.81,-0.75,1.88,-1.6,-0.74,0.86,8.58,-2.7,-18.33
2.3,-2.72,0.52,1.07,-0.8,0.47,-2.14,8.75,3.75,-74.48
0.84,-2.95,-0.55,0.2,-1.82,-0.3,-0.45,-4.37,4.11,-288.2
0.68,-2.04,-1.42,2.44,-1.18,-1.07,-2.61,1.65,-4.19,-297.94
0.0,-0.34,-0.14,0.76,-2.31,-1.31,0.08,3.44,-2.75,-186.78
0.6,-2.29,0.99,0.5,-1.46,0.47,-1.42,4.68,-9.26,-149.54
1.62,-2.64,1.2,0.4,-1.98,0.52,-0.46,8.33,-4.64,-76.78
2.22,-2.38,-1.0,2.2,-0.23,1.4,-1.03,4.41,7.59,67.61
1.16,-1.04,-0.64,2.26,-1.22,1.4,-2.05,9.02,7.08,-7.45
2.33,-1.27,-0.98,1.71,-2.54,0.66,-2.84,3.32,4.18,-167.88
0.61,-0.84,-0.45,0.12,-2.34,0.0,-1.3,2.46,-1.06,-240.64
3.07,-2.66,-0.63,0.18,-0.06,0.59,-1.06,11.54,0.11,-32.66
1.1,-1.6,0.79,2.51,-0.43,-1.55,-1.72,4.84,4.19,-51.57
0.7,-1.4,0.44,2.37,-0.6,0.98,1.56,1.58,3.54,232.05
0.34,-0.4,-1.55,2.64,-0.31,0.46,-2.08,10.43,2.33,-51.57
2.17,-0.08,1.4,2.05,-1.0,0.32,-2.8,-4.4,-1.04,118.03
0.65,-1.84,0.18,0.88,-2.86,0.5,-0.69,-0.23,-5.05,-182.2
1.29,-0.21,-1.13,2.24,-1.82,-1.26,-2.71,4.58,6.59,-206.26
1.13,-1.5,1.21,3.07,-0.96,-0.76,-3.13,0.84,1.97,-53.86
2.94,-0.97,-0.19,2.13,-2.69,1.08,-0.12,-7.97,9.77,124.9
0.37,-2.78,0.7,1.86,-2.22,-0.11,-2.03,-1.24,-4.92,-241.22
0.07,-2.84,-0.64,1.99,-2.21,-0.85,-1.21,-2.58,2.46,-326.01
0.71,-2.98,0.32,1.69,-1.22,-0.39,-0.68,-0.81,-9.52,-146.1
1.38,-0.97,-0.66,2.26,-1.39,-0.53,-3.0,6.22,6.2,-166.73
2.15,-2.17,0.91,0.06,-2.14,0.68,-2.9,4.86,3.14,-195.38
0.81,-0.31,1.25,2.52,-2.41,0.79,0.39,-3.0,7.04,174.18
0.08,-0.15,-0.26,2.87,-2.47,0.11,-3.12,7.79,0.75,-168.45
0.74,-0.75,-0.03,1.63,-0.99,0.25,0.61,10.79,9.83,83.65
2.12,-2.3,-1.31,0.38,-2.8,-0.38,-2.56,1.75,-0.37,-392.48
0.87,-2.39,-1.07,1.71,-0.02,-1.34,-2.1,0.3,-5.41,-248.66
2.06,-1.8,0.72,0.35,-2.36,0.43,0.46,9.06,3.45,-8.02
2.67,-1.65,-0.39,2.79,-1.7,-0.4,-0.33,0.32,11.04,56.72
2.37,-1.42,-0.88,1.92,-2.49,0.39,-2.46,3.71,3.41,-147.25
2.24,-2.34,-0.06,0.54,-2.11,-1.11,1.46,3.42,-3.43,-79.07
0.41,-1.41,0.22,1.94,-0.25,-0.75,-0.0,12.89,2.2,9.17
0.41,-2.58,1.57,1.64,-1.25,0.83,-1.93,9.34,-1.81,-75.06
2.46,-3.01,-0.12,2.67,-0.84,-1.51,0.96,6.5,3.86,34.95
1.44,-2.72,0.55,0.12,-1.16,-0.93,-0.14,-0.19,-7.28,-162.72
2.59,-3.05,1.26,2.48,-1.26,0.21,-2.94,-1.34,4.25,-40.68
2.9,-1.59,0.17,2.36,-1.95,1.01,-3.09,-4.23,6.4,-10.89
2.12,-2.38,0.05,2.23,-0.23,0.99,-0.94,-1.08,8.96,105.42
2.69,-2.19,0.93,1.94,-1.03,0.3,-2.09,-3.94,8.5,31.51
1.77,-1.98,0.1,3.07,-2.75,-1.26,-2.95,4.03,2.35,-229.18
0.83,-2.5,-1.01,0.13,-1.42,-0.68,-1.93,-2.33,0.46,-377.01
1.97,-0.95,1.53,2.85,-0.4,-1.29,0.67,-2.37,-2.21,250.96
2.41,-2.69,0.27,0.29,-2.14,-1.33,-1.15,1.33,1.7,-248.66
1.99,-0.98,0.1,2.97,-2.39,0.37,1.34,-3.94,8.67,194.81
1.7,-0.19,-1.45,3.0,-2.95,0.62,-2.64,3.35,4.91,-109.43
0.86,-1.44,-0.64,2.39,-2.76,0.16,1.45,8.36,-4.45,1.15
2.54,-1.55,0.55,2.26,-0.09,0.64,-1.74,-7.74,2.06,149.54
0.58,-0.93,-0.24,0.18,-2.93,-0.33,0.91,1.88,-1.05,-158.14
1.99,-0.91,0.16,0.1,-0.1,-0.41,-1.92,5.2,11.28,-62.45
1.82,-0.85,-0.42,0.63,-0.94,0.18,-2.29,7.85,7.33,-107.14
0.82,-1.63,-0.35,2.15,-1.29,0.11,-0.64,12.33,-3.24,-47.56
1.94,-2.09,1.19,0.4,-1.61,0.1,-0.83,9.67,4.04,-51.57
1.36,-2.0,1.57,0.46,-0.84,1.3,-1.64,8.36,9.65,12.03
1.17,-2.86,0.67,0.57,-0.6,0.35,-2.42,4.89,-7.23,-178.76
0.85,-2.49,-1.05,2.33,-2.86,1.19,-0.28,-3.72,-6.48,-132.35
0.93,-2.15,-1.11,0.3,-3.12,0.43,-3.06,0.79,-2.13,-445.76
1.39,-0.09,1.41,1.15,-1.7,-0.8,-0.41,-2.45,10.83,54.43
0.19,-0.12,0.55,0.1,-2.27,0.48,0.06,11.45,-3.06,-57.87
2.82,-0.87,-0.5,2.08,-0.61,0.87,0.41,-10.97,1.51,240.64
1.95,-3.0,-0.91,1.27,-2.37,-1.06,-0.06,-3.86,0.27,-239.5
1.61,-1.71,0.97,2.08,-0.1,-0.88,1.41,-4.25,7.07,193.66
0.33,-3.12,0.51,1.55,-2.7,1.4,1.05,-1.86,-7.22,-56.15
0.7,-2.1,-0.42,0.45,-0.94,-0.44,0.05,-4.04,-9.6,-154.7
1.7,-1.06,0.88,2.81,-2.28,1.36,-1.47,-3.59,8.04,111.15
2.28,-1.12,1.4,0.31,-1.13,-0.41,-1.73,-2.65,10.15,-22.92
0.6,-1.23,-0.99,2.84,-1.54,1.14,-0.91,11.39,0.61,-5.16
2.56,-1.46,-0.92,1.35,-2.74,0.65,-1.6,3.22,0.8,-123.76
0.31,-2.54,1.44,2.56,-1.66,-0.71,-0.67,7.4,-4.06,-72.77
1.88,-1.91,0.74,0.44,-0.82,0.46,-1.56,10.57,7.06,-44.12
1.64,-0.32,1.08,2.33,-2.34,-0.13,-0.28,-5.76,10.03,113.45
1.83,-1.67,1.26,0.77,-1.22,-0.3,0.48,5.15,13.22,65.89
1.75,-2.23,0.04,2.41,-0.95,0.08,0.12,6.36,9.25,69.9
2.09,-0.92,-1.33,2.27,-0.23,1.33,1.14,-3.22,6.09,249.24
1.66,-2.85,-0.21,1.28,-1.97,0.84,0.39,4.79,-9.03,-49.27
2.97,-1.28,0.09,0.71,-2.78,0.41,1.19,0.25,8.87,75.06
1.39,-2.2,1.02,2.88,-0.01,-1.45,-2.79,0.48,1.66,-66.46
2.26,-1.87,-0.75,2.44,-2.47,0.3,-1.67,6.18,0.55,-100.84
2.12,-2.55,0.11,1.22,-0.47,-0.98,-1.36,8.47,-0.36,-109.43
0.02,-0.47,-0.89,1.83,-0.09,1.01,-0.34,11.43,3.34,61.31
1.97,-0.94,-0.94,1.54,-2.35,-0.11,-3.05,4.38,5.36,-222.31
0.38,-0.25,-1.01,2.62,-3.0,-0.04,0.03,8.15,-5.39,-72.77
1.84,-2.82,1.18,0.26,-1.96,0.52,-1.83,4.62,-3.44,-161.0
1.09,-0.25,-0.02,1.63,-2.72,1.01,1.07,6.27,10.95,103.71
2.29,-2.8,0.66,3.11,-2.5,-0.12,0.18,6.05,5.78,46.98
1.39,-0.14,0.54,2.53,-0.9,-0.71,-0.25,-6.88,6.9,140.95
1.47,-1.83,0.78,1.06,-0.42,0.59,-2.16,8.31,8.57,-29.22
1.14,-0.45,-0.36,1.39,-0.06,-1.47,-0.3,9.68,9.83,-6.3
1.13,-3.12,-0.85,1.21,-1.15,-1.13,-1.83,-4.48,-1.12,-328.88
2.32,-2.25,-0.19,2.6,-1.39,-1.35,-2.92,2.37,4.91,-182.2
2.2,-1.5,-0.75,3.14,-2.86,0.64,-0.67,6.94,6.61,11.46
1.34,-1.85,0.15,0.1,-0.37,-1.06,-0.11,8.66,-6.7,-103.13
2.98,-1.25,0.56,1.37,-1.51,0.83,-0.02,-12.98,6.46,169.6
2.84,-0.55,1.23,2.63,-0.4,0.7,1.33,0.92,3.01,445.76
0.13,-0.27,-1.37,0.34,-2.69,0.8,-2.97,4.13,-2.75,-345.49
1.78,-0.48,1.39,0.41,-1.88,-0.32,-0.38,-0.01,11.6,29.79
2.14,-1.78,-1.22,2.86,-2.51,0.3,-2.78,3.74,1.25,-171.31
3.05,-1.66,0.79,0.13,-1.49,1.34,-2.12,-2.34,10.59,2.29
2.64,-0.14,0.27,1.55,-1.46,-0.37,0.23,-14.15,4.53,155.84
1.57,-0.08,-0.15,1.49,-1.12,0.84,-0.15,-5.87,13.75,137.51
3.11,-2.38,-1.12,1.72,-1.09,-0.84,1.04,9.03,3.47,25.21
0.35,-2.39,0.66,0.34,-1.37,0.92,-2.89,0.48,-7.78,-250.96
0.61,-2.04,0.95,0.69,-1.22,1.28,0.32,12.88,-1.74,33.8
0.98,-2.59,0.89,1.67,-1.09,0.19,-0.16,12.09,-0.54,-6.3
2.95,-2.19,0.28,2.23,-2.77,0.86,1.16,-1.17,9.13,144.39
2.57,-1.17,-0.29,1.75,-1.46,-0.98,-0.18,2.17,10.83,13.75
0.6,-1.2,0.98,1.13,-0.28,-0.3,-1.88,10.38,5.75,-54.43
2.47,-0.76,-0.17,0.58,-2.4,0.14,0.7,3.46,8.95,32.09
1.31,-1.35,-0.72,0.28,-1.82,0.96,-0.32,5.86,-7.35,-95.11
1.52,-0.03,-0.91,2.39,-0.88,0.44,-1.47,-2.11,12.57,60.73
0.87,-2.17,-0.62,1.86,-1.2,-0.04,-0.65,4.43,-10.11,-111.73
2.87,-0.77,-0.73,1.33,-3.04,-0.56,-0.66,-1.49,1.06,-89.38
2.54,-0.5,-1.54,0.02,-2.37,1.37,-0.63,3.81,0.29,-63.6
0.83,-2.87,-0.31,2.29,-1.41,-0.15,-0.65,-0.18,-9.21,-130.06
2.25,-0.62,-1.34,2.37,-0.24,-0.59,0.88,-6.33,11.43,155.27
0.35,-2.0,1.53,0.2,-2.92,-0.78,-0.32,0.77,0.46,-225.75
1.12,-1.95,-0.62,2.77,-2.38,0.53,-0.52,8.32,-5.27,-60.16
0.79,-2.44,-1.01,2.57,-1.47,-0.53,-1.76,-1.28,-5.14,-220.59
0.71,-1.65,0.63,2.01,-0.66,0.78,0.03,5.39,8.31,106.0
0.64,-1.86,0.91,0.08,-2.0,0.33,-1.02,2.9,-7.08,-167.3
0.59,-2.04,0.42,1.07,-1.1,-0.77,0.13,6.42,-10.21,-97.4
1.21,-1.51,1.05,2.68,-2.59,-1.23,-0.09,8.9,2.35,-27.5
0.91,-0.45,-0.43,2.29,-1.64,-0.82,-0.02,11.46,5.81,-9.17
2.39,-0.59,0.17,1.95,-1.35,-1.1,1.17,-9.19,9.73,151.26
1.88,-2.22,-0.52,2.49,-1.55,0.51,-1.13,9.79,2.45,-30.94
0.28,-2.46,-0.86,2.97,-1.55,0.0,1.23,3.05,-7.73,-22.35
2.23,-0.38,0.55,0.82,-1.43,0.02,0.96,-10.02,11.65,158.71
0.91,-2.1,-0.87,0.32,-1.77,1.47,0.1,-3.5,-8.68,-111.15
0.76,-0.74,-1.45,0.85,-1.96,-0.51,0.41,0.01,-4.92,-151.26
0.14,-1.57,0.05,2.15,-1.56,1.43,0.73,9.36,-0.67,78.5
1.82,-2.31,1.07,2.44,-1.72,1.24,-0.73,-0.79,9.17,103.71
2.93,-0.52,0.89,0.51,-3.09,-1.27,-0.93,-4.5,-1.9,-84.8
0.19,-2.53,1.48,0.17,-0.88,-0.45,-1.49,0.86,-8.66,-201.11
0.9,-2.85,-0.89,1.51,-1.62,-0.65,-1.3,-5.39,-0.45,-280.75
2.23,-1.55,1.15,1.31,-0.41,0.88,-2.57,-5.98,8.0,59.59
1.32,-3.13,-0.23,2.3,-0.46,0.8,-2.15,5.88,-3.18,-88.81
1.29,-2.68,-0.02,0.2,-0.67,0.28,-2.98,1.26,-7.27,-262.41
0.77,-0.6,-0.96,1.6,-1.61,-0.14,1.54,13.02,-0.2,34.38
2.32,-1.55,0.46,0.59,-1.44,1.11,-1.26,5.27,12.34,13.18
1.96,-0.24,-0.47,0.72,-1.17,1.41,0.8,-3.73,13.59,172.46
2.22,-2.35,0.98,0.2,-1.1,-1.44,-0.23,6.19,0.63,-98.55
0.32,-1.43,-0.7,2.55,-0.32,-0.47,-2.3,7.76,-3.08,-134.65
2.48,-2.0,-0.61,1.07,-0.35,1.33,0.47,3.59,9.83,136.94
2.56,-1.39,0.37,0.17,-2.42,-1.37,-0.4,-2.68,3.3,-142.09
2.72,-1.83,0.3,1.44,-3.04,-0.5,-2.08,-0.6,3.16,-171.31
1.42,-2.96,0.1,1.57,-1.01,-1.42,0.42,2.42,-8.35,-107.72
0.12,-2.64,-0.73,2.28,-1.23,-0.29,-2.32,-3.84,-4.0,-275.59
1.47,-1.71,1.5,2.68,-1.38,-0.3,-1.63,0.04,7.26,36.1
3.1,-1.33,0.29,0.55,-0.39,0.67,-2.0,-8.68,10.59,50.99
0.91,-1.58,0.89,2.48,-0.07,-1.22,-0.46,3.35,7.76,54.43
0.62,-2.23,0.44,3.08,-0.25,-1.51,-1.74,4.28,-0.63,-91.1
1.3,-0.83,1.19,2.48,-1.18,-1.19,1.2,-4.1,7.26,170.17
1.38,-0.9,-0.87,1.25,-3.04,0.24,-1.78,2.21,1.54,-213.14
2.55,-1.61,0.37,2.49,-2.73,0.25,-0.28,1.15,11.07,59.59
3.04,-2.18,-0.19,1.64,-1.19,-1.14,0.85,4.7,9.59,47.56
3.14,-2.93,1.32,2.71,-1.33,-1.24,-0.09,-3.79,6.36,90.53
0.62,-0.39,-1.18,1.62,-0.66,-1.48,-1.15,8.47,-2.17,-150.11
0.53,-0.62,-0.34,2.47,-1.36,-0.33,-0.3,12.58,4.78,2.86
2.93,-0.18,1.03,0.8,-3.06,-0.71,-2.73,-6.1,-0.53,-110.01
2.32,-0.88,1.25,1.29,-0.8,1.25,0.71,-7.46,-1.23,294.5
1.8,-2.48,0.45,0.92,-0.73,-1.41,-2.51,6.83,1.13,-226.89
0.48,-1.78,1.36,1.87,-3.13,1.55,0.85,8.66,2.09,68.75
0.07,-1.56,-1.3,3.1,-0.46,1.47,0.62,4.92,1.96,111.15
1.61,-2.06,0.39,1.96,-2.37,-0.46,-2.79,5.47,1.86,-213.14
2.57,-0.91,0.68,1.02,-1.76,0.67,-1.19,-7.01,11.71,61.88
2.6,-1.5,1.49,0.12,-1.2,0.17,0.22,-6.34,13.22,108.86
3.0,-0.85,-1.23,2.37,-1.87,-0.19,0.86,-4.83,11.06,119.75
1.38,-2.27,0.78,2.92,-0.61,-1.22,-2.14,3.09,2.86,-66.46
1.36,-1.02,-0.72,2.24,-1.49,-0.36,-2.54,7.27,4.24,-144.96
2.91,-1.02,-0.37,0.21,-2.72,1.41,-1.53,1.28,4.6,-63.6
0.97,-2.47,-1.02,1.45,-2.76,-0.64,-2.66,-0.12,-1.94,-408.52
2.57,-1.29,1.33,1.21,-2.63,-0.48,-2.54,-3.3,4.98,-104.85
2.41,-0.47,1.45,0.76,-2.88,-0.82,-1.46,-2.2,2.63,-57.87
1.32,-2.19,0.4,0.03,-0.06,-0.34,-0.35,11.52,-7.07,-68.18
1.54,-0.59,-1.33,3.04,-0.39,0.35,1.41,-3.72,5.98,230.9
2.41,-3.04,0.95,0.71,-0.97,0.35,1.47,7.85,6.65,107.72
0.9,-0.63,-0.12,2.95,-2.65,-0.28,0.97,9.7,6.88,65.32
1.46,-0.63,-0.65,0.41,-0.8,0.79,0.4,12.43,9.09,56.15
0.06,-1.65,1.38,0.97,-1.49,1.04,1.13,11.27,0.43,82.51
0.32,-1.4,-0.26,2.77,-0.3,-0.59,-2.73,6.23,0.13,-125.48
0.81,-1.35,1.09,0.82,-1.76,0.2,-1.28,11.52,0.37,-84.22
1.57,-2.24,-0.23,0.69,-1.85,1.33,0.04,8.58,-7.0,-39.53
0.87,-1.55,-1.12,0.61,-1.23,0.23,1.48,2.49,-9.73,-40.68
1.94,-1.43,-0.34,2.1,-1.47,1.03,0.22,2.08,12.32,117.46
0.22,-1.21,-1.15,2.71,-2.72,1.41,0.88,7.52,-5.73,8.02
2.97,-1.97,-1.44,0.46,-1.52,0.39,0.23,6.53,-5.14,-50.42
2.71,-0.08,-1.48,2.96,-0.52,-0.37,-2.95,-7.18,1.88,15.47
1.9,-2.26,0.76,3.05,-1.48,1.17,-2.34,-0.28,5.8,45.84
1.02,-1.11,-0.25,3.02,-3.04,-0.15,-0.19,10.35,-1.53,-40.11
1.76,-1.98,-0.87,0.99,-0.36,-1.28,-0.64,5.62,-5.86,-136.36
1.87,-1.94,-0.31,1.77,-2.87,1.22,1.29,8.46,2.76,59.01
2.59,-2.88,1.24,1.17,-3.1,1.52,0.07,6.0,5.4,34.95
1.3,-1.45,0.39,0.67,-1.59,1.34,1.44,9.76,6.72,120.32
1.88,-3.12,-0.6,0.61,-1.14,-0.72,-0.96,-5.6,-4.65,-232.05
0.43,-1.1,-0.75,1.16,-1.3,-1.25,-1.27,3.21,-4.92,-233.77
1.67,-2.76,-0.13,0.35,-1.49,-0.54,0.82,-2.04,-8.53,-119.18
2.4,-2.29,0.11,0.15,-1.47,-1.3,-2.04,4.03,1.9,-254.39
1.38,-0.69,0.39,1.02,-2.82,-1.33,-2.18,1.89,6.76,-242.36
2.93,-0.21,-0.83,0.74,-1.34,-0.18,1.22,-7.61,11.6,133.5
0.84,-0.78,-1.5,1.16,-3.01,-0.29,-1.93,3.95,2.02,-315.7
1.91,-2.75,-1.35,0.9,-1.72,1.0,-0.96,-5.93,-6.96,-170.17
1.51,-2.7,-0.54,0.74,-0.34,0.71,-2.44,2.2,-8.47,-175.33
1.31,-2.47,1.0,2.97,-0.97,-0.0,1.15,-2.05,5.74,171.31
2.89,-2.19,1.22,0.96,-1.4,0.02,0.22,-3.75,12.68,98.55
0.07,-2.19,-0.76,1.43,-0.89,1.4,-2.48,-3.59,-8.21,-195.95
3.07,-2.33,1.29,2.25,-1.56,-0.8,0.8,-8.22,6.23,155.84
2.59,-2.29,0.3,1.07,-1.22,-0.42,-2.83,4.47,6.27,-160.43
2.52,-0.22,0.95,2.82,-0.45,-0.77,-2.33,-3.46,-0.04,144.39
1.14,-1.5,-0.06,1.46,-0.25,-0.69,-2.91,8.82,3.74,-161.0
0.23,-1.35,1.01,2.06,-1.84,0.67,0.73,9.5,4.9,86.52
0.69,-2.37,0.49,1.44,-2.41,1.11,-0.71,4.39,-9.3,-100.84
2.65,-0.48,1.2,0.37,-1.29,1.13,-1.67,-13.14,4.16,109.43
1.6,-2.36,-0.36,2.91,-1.08,0.48,0.03,5.97,7.26,69.9
1.27,-1.14,-1.21,2.48,-1.21,-0.66,-0.96,9.86,-0.16,-81.93
1.12,-2.15,-0.39,2.75,-0.34,-1.27,-0.44,9.0,-0.19,-41.25
1.25,-0.28,-1.34,1.4,-2.82,0.33,1.15,7.93,-0.01,-17.76
0.25,-0.17,0.24,2.83,-1.82,0.13,-1.0,7.9,7.61,26.36
2.58,-1.02,0.93,2.6,-1.74,-0.53,-0.45,-9.76,5.04,135.79
1.43,-1.24,-0.1,1.37,-1.44,0.78,-2.66,9.1,5.1,-106.57
2.83,-1.56,0.11,2.78,-0.31,-0.18,-2.15,-6.41,3.09,87.09
0.22,-2.16,-0.91,1.69,-0.51,-0.72,-0.38,-4.26,-9.9,-158.71
1.89,-1.37,-0.49,1.12,-2.5,-0.28,-0.31,4.4,-1.29,-111.15
1.56,-1.37,0.93,3.12,-0.07,0.69,-1.46,-0.91,-2.26,194.81
0.84,-2.26,-1.51,0.37,-2.62,-0.58,-1.06,2.95,-0.31,-390.76
2.09,-2.92,-0.89,2.53,-2.05,-0.03,-0.63,2.54,-7.45,-108.86
0.68,-2.46,1.39,2.86,-1.85,-0.7,0.21,8.79,1.31,7.45
1.99,-1.12,0.97,2.75,-0.42,-1.38,-0.17,-6.18,4.09,150.11
